Name,price,type,bairro,address,url,latitude,longitude,tipo_novo
Skye - Hotel Unique,300,"Bebidas, Internacional",Jardim Paulista,"Hotel Unique, Avenida Brigadeiro Luís Antônio, 4700, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/skye-hotel-unique-jardim-paulista,-23.5816880000,-46.6668510000,Internacional
Z Deli Sandwich Shop,50,"Hamburgueria, Sandwich",Jardim Paulista,"Rua Haddock Lobo, 1386, Cerqueira César, Jardim Paulista, São Paulo 01414002",https://www.zomato.com/pt/sao-paulo-sp/z-deli-sandwich-shop-jardim-paulista,-23.5630730000,-46.6670790000,Hamburgueria
D.O.M.,600,"Contemporânea, Brasileira",Jardim Paulista,"Rua Barão de Capanema, 549, Cerqueira César, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/d-o-m-jardim-paulista,-23.5658560000,-46.6672430000,Contemporânea
Mocotó,120,"Brasileira, Nordestina",Vila Maria,"Avenida Nossa Senhora do Loreto, 1100, Vila Maria, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/mocot%C3%B3-vila-maria-zona-norte,-23.4862540000,-46.5816910000,Brasileira
Coco Bambú,200,Marisqueira,Itaim Bibi,"Avenida Antônio Joaquim de Moura Andrade, 737, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/coco-bamb%C3%BA-itaim-bibi,-23.5852270000,-46.6704400000,Comida de bar
Paris 6 Classique,200,Francesa,Jardim Paulista,"Rua Haddock Lobo, 1240, Cerqueira César, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/paris-6-classique-jardim-paulista,-23.5615680000,-46.6660410000,Francesa
Esquina Mocotó,100,"Brasileira, Nordestina",Vila Maria,"Avenida Nossa Senhora do Loreto, 1104, Vila Medeiros, Vila Maria, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/esquina-mocot%C3%B3-vila-maria,-23.4865350000,-46.5816720000,Brasileira
A Casa do Porco,100,Comida de bar,República,"Rua Araújo, 124, República, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/a-casa-do-porco-rep%C3%BAblica,-23.5449050000,-46.6447100000,Comida de bar
Kinoshita,230,Sushi,Moema,"Rua Jacques Félix, 405, Vila Nova Conceição, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/kinoshita-moema,-23.5923333333,-46.6713333333,Japonesa
Bistrot de Paris,200,Francesa,Jardim Paulista,"Rua Augusta, 2542, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bistrot-de-paris-jardim-paulista,-23.5633800000,-46.6658000000,Francesa
Sainte Marie Gastronomia,120,"Libanesa, Árabe",Vila Sônia,"Rua Dom João Batista da Costa, 70, Vila Sônia, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/sainte-marie-gastronomia-vila-s%C3%B4nia,-23.6092070000,-46.7469580000,Árabe
A Figueira Rubaiyat,300,"Churrasco, Grelhados, Brasileira",Jardim Paulista,"Rua Haddock Lobo, 1738, Cerqueira César, Jardim Paulista, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/a-figueira-rubaiyat-jardim-paulista,-23.5655000000,-46.6698333333,Churrasco
Jam,300,"Sushi, Japonesa",Jardim Paulista,"Rua Bela Cintra, 1929, Jardim Paulista, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/jam-jardim-paulista-zona-oeste,-23.5618333333,-46.6681666667,Japonesa
Cantina Famiglia Mancini,250,"Italiana, Pizza","Bela Vista, Centro","Rua Avanhandava, 81, Bela Vista, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/cantina-famiglia-mancini-bela-vista,-23.5506666667,-46.6451666667,Pizza
Tanit,200,"Espanhola, Tapas",Jardim Paulista,"Rua Oscar Freire, 145, Cerqueira César, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tanit-jardim-paulista,-23.5678300000,-46.6638350000,Espanhola
Djapa,160,"Japonesa, Sushi",Moema,"Rua Gaivota,168, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/djapa-moema,-23.5985770000,-46.6631640000,Japonesa
Veloso,70,"Brasileira, Comida de bar, Bebidas",Vila Mariana,"Rua Conceição Veloso, 56, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/veloso-vila-mariana,-23.5851666667,-46.6356666667,Comida de bar
La Tambouille,300,"Francesa, Italiana, Brasileira",Itaim Bibi,"Avenida Nove de Julho, 5925, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/la-tambouille-itaim-bibi,-23.5816666667,-46.6825000000,Italiana
Fleming’s Prime Steakhouse & Wine Bar,350,Bifes,Itaim Bibi,"Avenida Cidade Jardim, 318, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/flemings-prime-steakhouse-wine-bar-itaim-bibi,-23.5803600000,-46.6836090000,Churrasco
Più,200,Italiana,Pinheiros,"Rua Ferreira de Araújo, 314, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/pi%C3%B9-pinheiros,-23.5604180000,-46.6979590000,Italiana
Varanda,260,"Churrasco, Bifes",Jardim Paulista,"Rua General Mena Barreto, 793, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/varanda-jardim-paulista-zona-oeste,-23.5829310000,-46.6697300000,Churrasco
Bravo Bistrô,120,"Francesa, Italiana",Mooca,"Rua dos Campineiros, 50, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/bravo-bistr%C3%B4-mooca,-23.5560000000,-46.5935000000,Italiana
Tanka - Hotel Akasaka,100,"Asiática, Japonesa, Tailandesa, Coreana, Brasileira, Chinesa",Liberdade,"Hotel Akasaca, Praça da Liberdade, 149, 1o Andar, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tanka-liberdade,-23.5553333333,-46.6361666667,Asiática
Nosu,150,"Sushi, Japonesa",Santana,"Rua Maria Curupaiti, 414, Santana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/nosu-santana,-23.5035090000,-46.6420240000,Japonesa
Agello Cucina,170,Italiana,Campo Belo,"Rua Sônia Ribeiro, 33, Campo Belo, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/agello-cucina-campo-belo,-23.6264190000,-46.6699250000,Italiana
Maní,300,"Autor, Fusão, Brasileira",Pinheiros,"Rua Joaquim Antunes, 210, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/man%C3%AD-pinheiros,-23.5617840000,-46.6797330000,Brasileira
Taste and See,60,"Vegetariana, Contemporânea, Comida saudável",Itaim Bibi,"Alameda Raja Gabaglia, 254, Vila Olímpia, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/taste-and-see-itaim-bibi,-23.5963333333,-46.6896666667,Contemporânea
Arturito,360,Mediterrânica,Pinheiros,"Rua Artur Azevedo, 542, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/arturito-pinheiros,-23.5600210000,-46.6771670000,Internacional
Terraço Itália,400,Italiana,República,"Edifício Itália - 41° Andar, Avenida Ipiranga, 344, República, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/terraco-italia-rep%C3%BAblica,-23.5451630000,-46.6434250000,Italiana
Fasano - Hotel Fasano,500,Internacional,Jardim Paulista,"Hotel Fasano, Rua Vittorio Fasano, 88, Jardim Paulista, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/fasano-jardim-paulista,-23.5643333333,-46.6698333333,Internacional
Famiglia Rivitti,30,"Brasileira, Fast food",Sé,"Mercado Municipal Paulistano - Térreo, Rua da Cantareira, 306, Sé, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/famiglia-rivitti-s%C3%A9,-23.5418916667,-46.6294333333,Brasileira
Les 3 Brasseurs,120,"Francesa, Brasileira, Bebidas",Itaim Bibi,"Rua Jesuíno Arruda, 470, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/les-3-brasseurs-itaim-bibi,-23.5821350000,-46.6751100000,Francesa
A Bela Sintra,100,Portuguesa,Jardim Paulista,"Rua Bela Cintra, 2325, Jardim Paulista, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/bela-sintra-jardim-paulista-zona-oeste,-23.5641666667,-46.6701666667,Portuguesa
Meats,120,"Gourmet fast food, Hamburgueria",Pinheiros,"Rua dos Pinheiros, 320, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/meats-pinheiros,-23.5648333333,-46.6813333333,Hamburgueria
Sancho Bar y Tapas,70,"Espanhola, Tapas",Consolação,"Rua Augusta, 1415, Consolação, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/sancho-bar-y-tapas-consola%C3%A7%C3%A3o,-23.5563333333,-46.6580000000,Espanhola
Fogo de Chão,250,Churrasco,Jardim Paulista,"Rua Augusta, 2077, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/fogo-de-chao-jardim-paulista,-23.5603480000,-46.6626510000,Churrasco
Barbacoa Churrascaria,250,Churrasco,Itaim Bibi,"Rua Doutor Renato Paes de Barros, 65, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/barbacoa-churrascaria-1-itaim-bibi,-23.5791580000,-46.6751690000,Churrasco
Cantaloup,350,Contemporânea,Itaim Bibi,"Rua Manuel Guedes, 474, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/cantaloup-itaim-bibi,-23.5843820000,-46.6790020000,Contemporânea
Coffee Lab,40,Pastelaria,Vila Madalena,"Rua Fradique Coutinho, 1340, Vila Madalena, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/coffee-lab-pinheiros-zona-oeste,-23.5560000000,-46.6915000000,Pastelaria
Vinheria Santa Clara,50,Bebidas,República,"Shopping Light, Piso 2, Rua Coronel Xavier de Toledo, 23, República, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/vinheria-santa-clara-rep%C3%BAblica,-23.5478333333,-46.6390000000,Bebidas
Gopala Hari,70,Indiana,Consolação,"Rua Antonio Carlos, 429, Consolação, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/gopala-hari-consola%C3%A7%C3%A3o-centro,-23.5561666667,-46.6586666667,Indiana
Paribar,150,"Brasileira, Italiana",República,"Praça Dom José Gaspar, 42, República, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/paribar-rep%C3%BAblica,-23.5466416667,-46.6415944444,Italiana
Sal Gastronomia,250,"Autor, Contemporânea",Consolação,"Rua Minas Gerais, 352, Higienópolis, Consolação, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/sal-gastronomia-consola%C3%A7%C3%A3o,-23.5550870000,-46.6646680000,Contemporânea
Le Jazz,120,Francesa,Pinheiros,"Rua dos Pinheiros, 254, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/le-jazz-1-pinheiros,-23.5650000000,-46.6806666667,Francesa
Dalva e Dito,140,Brasileira,Jardim Paulista,"Rua Padre João Manuel, 1115, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/dalva-e-dito-jardim-paulista,-23.5663520000,-46.6668990000,Brasileira
Pão com Carne,30,Hamburgueria,Itaim Bibi,"Rua Joaquim Floriano, 595, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/p%C3%A3o-com-carne-itaim-bibi,-23.5850450000,-46.6757200000,Hamburgueria
Butcher's Market,120,Americana,Itaim Bibi,"Rua Bandeira Paulista, 164, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/butchers-market-itaim-bibi,-23.5809870000,-46.6768560000,Americana
Tadashii,90,"Japonesa, Sushi",Vila Andrade,"Rua Jamanari, 40, Vila Andrade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tadashii-vila-andrade,-23.6280000000,-46.7330000000,Japonesa
Jardineira Grill,220,"Churrasco, Bifes",Itaim Bibi,"Avenida dos Bandeirantes, 1001, Vila Olímpia, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/jardineira-grill-itaim-bibi,-23.6008333333,-46.6826666667,Churrasco
Myk,150,Grega,Jardim Paulista,"Rua Peixoto Gomide, 1972, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/myk-jardim-paulista,-23.5684590000,-46.6648720000,Grega
The Dog Haüs,50,"Americana, Fast food",Itaim Bibi,"Rua Bandeira Paulista, 406, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/dog-haus-itaim-bibi-zona-oeste,-23.5830000000,-46.6760000000,Americana
Insalata,130,"Brasileira, Contemporânea",Jardim Paulista,"Alameda Campinas, 1478, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/insalata-jardim-paulista,-23.5728333333,-46.6600000000,Contemporânea
Tantra Mongolian Grill,150,"Mongol, Grelhados",Itaim Bibi,"Rua Chilon, 364, Vila Olímpia, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tantra-mongolian-grill-itaim-bibi,-23.5943333333,-46.6830000000,Churrasco
Tordesilhas,190,Brasileira,Jardim Paulista,"Alameda Tietê, 489, Cerqueira César, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tordesilhas-jardim-paulista-zona-oeste,-23.5605000000,-46.6675000000,Brasileira
Estadão,25,"Brasileira, Comida de bar",República,"Viaduto 9 de Julho, 193, República, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/estad%C3%A3o-rep%C3%BAblica-centro,-23.5485000000,-46.6426666667,Comida de bar
Sushi Isao,200,Japonesa,Liberdade,"Rua da Glória, 111, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/sushi-isao-liberdade-centro,-23.5541920000,-46.6343050000,Japonesa
Veridiana,130,"Pizza, Italiana",Jardim Paulista,"Rua José Maria Lisboa, 493, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/veridiana-jardim-paulista,-23.5689480000,-46.6570260000,Pizza
Rinconcito Peruano,50,Peruana,Bom Retiro,"Rua Aurora, 451, Bom Retiro, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/rinconcito-peruano-bom-retiro,-23.5405000000,-46.6406666667,Peruana
Bar da Dona Onça,180,"Brasileira, Bebidas",República,"Avenida Ipiranga, 200, Centro, República, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bar-da-dona-on%C3%A7a-rep%C3%BAblica,-23.5461722222,-46.6451944444,Brasileira
Hecho en Mexico,100,Mexicana,Itaim Bibi,"Rua Renato Paes de Barros, 538, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/hecho-en-mexico-itaim-bibi,-23.5835000000,-46.6738333333,Mexicana
Mori Otha Sushi,200,"Sushi, Japonesa",Jardim Paulista,"Rua da Consolação, 3610, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/mori-otha-sushi-jardim-paulista,-23.5630380000,-46.6708340000,Japonesa
Raful,120,Árabe,Sé,"Rua Comendador Abdo Schahin, 118, Sé, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/raful-s%C3%A9,-23.5431666667,-46.6320000000,Árabe
Brasserie Des Arts,230,Francesa,Jardim Paulista,"Rua Padre José Manuel, 1231, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/brasserie-des-arts-jardim-paulista-zona-oeste,-23.5672260000,-46.6674890000,Francesa
La Churreria,20,"Sobremesa, Pastelaria",Itaim Bibi,"Avenida São Gabriel, 549, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/la-churreria-itaim-bibi,-23.5783333333,-46.6706666667,Pastelaria
Ohka,180,Japonesa,Itaim Bibi,"Rua Professor Carlos de Carvalho, 105, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ohka-itaim-bibi-zona-oeste,-23.5832880000,-46.6803000000,Japonesa
Shin Zushi,200,"Sushi, Japonesa",Vila Mariana,"Rua Afonso de Freitas, 169, Paraíso, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/shin-zushi-vila-mariana,-23.5750060000,-46.6436580000,Japonesa
K'Pop Chicken,60,Coreana,Vila Mariana,"Rua Loefgreen, 1278, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/kpop-chicken-vila-mariana,-23.5996666667,-46.6378333333,Asiática
Templo da Carne - Marcos Bassi,250,"Bifes, Churrasco","Bela Vista, Centro","Rua Treze de Maio, 668, Bela Vista, São Paulo 01327000",https://www.zomato.com/pt/sao-paulo-sp/templo-da-carne-marcos-bassi-bela-vista,-23.5590000000,-46.6463333333,Churrasco
Bella Paulista,80,"Pastelaria, Padaria",Jardim Paulista,"Rua Haddock Lobo, 354, Cerqueira César, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bella-paulista-jardim-paulista-zona-oeste,-23.5558333333,-46.6601666667,Padaria
Hannover,150,Suiça,Moema,"Avenida Cotovia, 445, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/hannover-moema-zona-sul,-23.6065450000,-46.6715480000,Outros
Deliqatê,60,"Pastelaria, Sobremesa",Jardim Paulista,"Alameda Jaú, 1191, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/deliqate-jardim-paulista,-23.5621666667,-46.6595000000,Pastelaria
Marakuthai Kumbukha,130,"Tailandesa, Asiática, Contemporânea",Jardim Paulista,"Alameda Lorena, 1295, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/marakuthai-kumbukha-jardim-paulista,-23.5576666667,-46.6668333333,Asiática
Aska,80,Japonesa,Liberdade,"Rua Galvão Bueno, 466, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/aska-liberdade,-23.5592080000,-46.6348200000,Japonesa
Cão Véio,110,"Internacional, Comida de bar",Pinheiros,"Rua João Moura, 871, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/cao-veio-pinheiros,-23.5581666667,-46.6791666667,Comida de bar
Big Kahuna,100,"Americana, Fast food",Jardim Paulista,"Alameda Lorena, 53, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/big-kahuna-jardim-paulista,-23.5733490000,-46.6558360000,Americana
Mr. Baker,50,"Padaria, Brasileira",Itaim Bibi,"Rua Pedroso Alvarenga, 655, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/mr-baker-itaim-bibi-zona-oeste,-23.5813930000,-46.6768560000,Padaria
Blú Bistrô,120,Contemporânea,Perdizes,"Rua Monte Alegre, 591, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/blu-bistro-perdizes-zona-oeste,-23.5356666667,-46.6683333333,Contemporânea
Nakka,150,"Japonesa, Sushi",Itaim Bibi,"Rua Pedroso Alvarenga, 890, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/nakka-itaim-bibi,-23.5820000000,-46.6788333333,Japonesa
Jiquitaia,100,Brasileira,Consolação,"Rua Antônio Carlos, 268, Consolação, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/jiquitaia-consola%C3%A7%C3%A3o-centro,-23.5567100000,-46.6575230000,Brasileira
Ritz,130,"Americana, Mediterrânica, Contemporânea, Hamburgueria",Itaim Bibi,"Rua Jerônimo da Veiga, 141, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ritz-itaim-bibi-zona-oeste,-23.5812700000,-46.6803450000,Hamburgueria
Madero,110,"Bifes, Hamburgueria",Itaim Bibi,"Rua Olimpíadas, 360, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/madero-itaim-bibi,-23.5954720000,-46.6857400000,Hamburgueria
Spot,120,"Contemporânea, Internacional, Bebidas","Bela Vista, Centro","Alameda Ministro Rocha Azevedo, 72, Bela Vista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/spot-bela-vista,-23.5598333333,-46.6571666667,Contemporânea
Porque Sim,70,"Japonesa, Sushi",Liberdade,"Rua Thomaz Gonzaga, 75, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/porque-sim-liberdade,-23.5578333333,-46.6356666667,Japonesa
Kaa,120,Italiana,Itaim Bibi,"Avenida Juscelino Kubitschek, 279, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/kaa-itaim-bibi,-23.5861710000,-46.6733160000,Italiana
Suri,120,"Peruana, Sul Americana",Pinheiros,"Rua Mateus Grou, 488, Pinheiros, S&atilde;o Paulo 05415-040",https://www.zomato.com/pt/sao-paulo-sp/suri-pinheiros-zona-oeste,-23.5625000000,-46.6858333333,Americana
Zena Caffé,150,Italiana,Jardim Paulista,"Rua Peixoto Gomide, 1901, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/zena-caffe-jardim-paulista,-23.5679400000,-46.6641960000,Italiana
Sofá Café,70,Pastelaria,Pinheiros,"Rua Bianchi Bertoldi, 130, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/sofa-cafe-pinheiros-zona-oeste,-23.5685000000,-46.6911666667,Pastelaria
The View - Transamérica Prime International,220,"Internacional, Comida de bar, Bebidas",Jardim Paulista,"Transamérica Prime International Hotel, Alameda Santos, 981, Jardim Paulista, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/the-view-bar-transam%C3%A9rica-prime-international-jardim-paulista,-23.5663333333,-46.6525000000,Comida de bar
Consulado Mineiro,130,"Mineira, Brasileira",Pinheiros,"Praça Benedito Calixto, 74, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/consulado-mineiro-1-pinheiros-zona-oeste,-23.5586666667,-46.6803333333,Brasileira
Osaka,250,"Japonesa, Peruana, Fusão, Sushi",Itaim Bibi,"Rua Amauri, 234, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/osaka-itaim-bibi,-23.5808790000,-46.6828800000,Japonesa
Urbe Café Bar,40,"Pastelaria, Contemporânea",Consolação,"Rua Antonio Carlos, 404, Consolação, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/urbe-cafe-bar-1-consola%C3%A7%C3%A3o,-23.5560000000,-46.6583333333,Contemporânea
Frutaria São Paulo,120,"Comida saudável, Sumos",Jardim Paulista,"Rua Oscar Freire, 187, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/frutaria-sao-paulo-jardim-paulista,-23.5675100000,-46.6641340000,Comida saudável
Ema,150,"Autor, Brasileira, Peixe fresco",Consolação,"Rua Bela Cintra, 1551, Consolação, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ema-consola%C3%A7%C3%A3o,-23.5593900000,-46.6650080000,Brasileira
Chou,150,"Brasileira, Italiana, Contemporânea",Pinheiros,"Rua Mateus Grou, 345, Pinheiros, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/chou-pinheiros-zona-oeste,-23.5630000000,-46.6850000000,Italiana
Tandoor,130,Indiana,Vila Mariana,"Rua Doutor Rafael de Barros, 408, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tandoor-vila-mariana-zona-sul,-23.5733333333,-46.6480000000,Indiana
Bar do Juarez,120,"Brasileira, Comida de bar",Moema,"Avenida Jurema, 324, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bar-do-juarez-moema,-23.6081666667,-46.6591666667,Comida de bar
Zé do Hamburger,75,"Americana, Fast food, Hamburgueria",Perdizes,"Rua Itapicuru, 419, Perdizes, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/z%C3%A9-do-hamburger-perdizes-zona-oeste,-23.5355000000,-46.6681666667,Hamburgueria
Chalezinho,300,"Italiana, Fondue",Vila Andrade,"Rua Itapimirum, 11, Vila Andrade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/chalezinho-vila-andrade,-23.6305000000,-46.7338333333,Italiana
Le Manjue,220,"Vegetariana, Comida saudável",Moema,"Rua Domingos Fernandes, 608, Vila Nova Conceição, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/le-manjue-moema,-23.5918333333,-46.6711666667,Vegetariana
Pirajá,100,"Comida de bar, Brasileira",Pinheiros,"Avenida Brigadeiro Faria Lima, 64, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/piraj%C3%A1-pinheiros-zona-oeste,-23.5596800000,-46.6964680000,Comida de bar
Tappo Trattoria,120,Italiana,Jardim Paulista,"Rua da Consolação, 2967, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tappo-trattoria-jardim-paulista-zona-oeste,-23.5586666667,-46.6663333333,Italiana
Casa Mathilde,50,Sobremesa,Sé,"Praça Antônio Prado, 76, Sé, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/casa-mathilde-s%C3%A9,-23.5454972222,-46.6347833333,Sobremesa
New Dog,100,"Americana, Fast food",Itaim Bibi,"Rua Joaquim Floriano, 254, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/new-dog-itaim-bibi,-23.5838333333,-46.6723333333,Americana
Bacio di Latte - Bela Cintra,30,Gelados,Jardim Paulista,"Rua Bela Cintra, 1829, Jardim Paulista, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/bacio-di-latte-bela-cintra-jardim-paulista,-23.5611666667,-46.6668333333,Sobremesa
Tea Connection,90,"Chás, Pastelaria",Jardim Paulista,"Alameda Lorena, 1271, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tea-connection-jardim-paulista,-23.5653333333,-46.6641666667,Pastelaria
Julice Boulangere,75,"Padaria, Sobremesa, Francesa",Pinheiros,"Rua Deputado Lacerda Franco, 536, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/julice-boulangere-pinheiros,-23.5606666667,-46.6926666667,Padaria
Benihana,140,Japonesa,Itaim Bibi,"Rua Amauri, 517, Itaim Bibi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/benihana-itaim-bibi-zona-oeste,-23.5823333333,-46.6850000000,Japonesa
FrangÓ,80,"Comida de bar, Brasileira, Bebidas",Freguesia do Ó,"Largo da Matriz de Nossa Senhora do Ó, 168, Freguesia do Ó, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/frang%C3%B3-freguesia-do-%C3%93,-23.5017194444,-46.6994527778,Comida de bar
Temakeria Paulista,80,Sushi,Tatuapé,"Rua Serra de Japi, 1436, Tatuapé, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/temakeria-paulista-tatuap%C3%A9,-23.5519130000,-46.5675960000,Japonesa
L'Entrecôte de Paris,120,Francesa,Jardim Paulista,"Rua Ministro Rocha de Azevedo, 1041, Jardim Paulista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/l-entrecote-de-paris-jardim-paulista,-23.5658333333,-46.6640000000,Francesa
Ecully,120,Mediterrânica,Perdizes,"Rua Cotoxó, 493, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ecully-perdizes-zona-oeste,-23.5315000000,-46.6845000000,Internacional
Casa 92,100,Comida de bar,Pinheiros,"Rua Cristóvão Gonçalves, 92, Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/casa-92-pinheiros,-23.5642330000,-46.6940420000,Comida de bar
RUAA,100,Internacional,Vila Madalena,"Rua Mourato Coelho, 1168, Vila Madalena, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ruaa-pinheiros,-23.5578333333,-46.6915000000,Internacional
