Name,price,type,bairro,address,url,latitude,longitude,tipo_novo
Rose & Mary,60,Brasileira,Lapa,"Rua Tito, 300, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/rose-mary-lapa,-23.5281666667,-46.6946666667,Brasileira
Mirra,40,Brasileira,Lapa,"Rua Tito, 1118, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/mirra-lapa-zona-oeste,-23.5283333333,-46.7026666667,Brasileira
Thica Lanches & Assados,20,Brasileira,Lapa,"Rua Aurélia, 608, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/thica-lanches-assados-lapa-zona-oeste,-23.5271666667,-46.6978333333,Brasileira
Bomboniere,40,Brasileira,Ipiranga,"Rua dos Patriotas, 828, Ipiranga, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bomboniere-ipiranga-zona-sul,-23.5831666667,-46.6038333333,Brasileira
MilkShaKeria,25,"Sobremesa, Americana",Barra Funda,"Shopping West Plaza, Bloco B - Piso 3, Avenida Francisco Matarazzo, s/n, Água Branca, Barra Funda, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/milkshakeria-barra-funda,-23.5267570000,-46.6739780000,Americana
Lord Cockrane,30,Brasileira,Ipiranga,"Rua Lino Coutinho, 1080, Ipiranga, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/lord-cockrane-ipiranga-zona-sul,-23.5926666667,-46.6021666667,Brasileira
Portal Pães e Doces,15,"Padaria, Pastelaria",Ipiranga,"Rua Silvio Bueno, 535, Ipiranga, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/portal-paes-e-doces-ipiranga-zona-sul,-23.5830000000,-46.6020000000,Padaria
Churrascaria Querência Gaúcha,40,"Brasileira, Bifes",Santa Cecília,"Praça Princesa Isabel, 38, Campos Elíseos, Santa Cecília, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/churrascaria-querencia-gaucha-santa-cec%C3%ADlia-centro,-23.5361666667,-46.6423333333,Brasileira
Bar Joma,35,Comida de bar,Mooca,"Rua dos Trilhos, 1718, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/bar-joma-mooca-zona-leste,-23.5546666667,-46.5931666667,Comida de bar
D. Cida,25,Brasileira,Santa Cecília,"Rua Martim Francisco, 251, Santa Cecília, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/d-cida-santa-cec%C3%ADlia-centro,-23.5395000000,-46.6523333333,Brasileira
Flôr de Indianópolis,40,Brasileira,Moema,"Alameda dos Maracatins, 1734, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/flor-de-indianopolis-moema-zona-sul,-23.6140000000,-46.6675000000,Brasileira
Lanchonete do Salgado,20,"Fast food, Brasileira",Ipiranga,"Rua Ouvidor Portugal, 636, Ipiranga, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/lanchonete-do-salgado-ipiranga-zona-sul,-23.5730000000,-46.6126666667,Brasileira
Conselheiro 1000,30,Brasileira,República,"Rua Conselheiro Nébias, 1000, Campos Elíseos, República, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/conselheiro-1000-rep%C3%BAblica-centro,-23.5348333333,-46.6463333333,Brasileira
Artseven Café,30,Sobremesa,Perdizes,"Rua Ministro Godoi, 976, Perdizes, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/artseven-cafe-perdizes-zona-oeste,-23.5375000000,-46.6716666667,Sobremesa
Mitiko Natural,40,Comida saudável,Perdizes,"Rua Monte Alegre, 984, Perdizes, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/mitiko-natural-perdizes-zona-oeste,-23.5381666667,-46.6715000000,Comida saudável
Bello Cafe,35,Pastelaria,Mooca,"Rua do Oratório, 1584, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/bello-cafe-mooca-zona-leste,-23.5660000000,-46.5880000000,Pastelaria
Michellina,45,"Brasileira, Cafeteria",Perdizes,"Rua Tursiassú, 953, Perdizes, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/michellina-perdizes-zona-oeste,-23.5325000000,-46.6721666667,Brasileira
Lanches e Sucos Oliveira,30,"Brasileira, Comida de bar",Vila Mariana,"Avenida Conselheiro Rodrigues Alves, 123, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/lanches-e-sucos-oliveira-vila-mariana-zona-sul,-23.5821666667,-46.6400000000,Comida de bar
Alviverde,50,"Brasileira, Fast food",Perdizes,"Rua Turiassú, 1833, Perdizes, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/alviverde-perdizes-zona-oeste,-23.5285000000,-46.6795000000,Brasileira
Café com Xadrez,30,"Fast food, Pastelaria",Perdizes,"Rua Turiassú, 1066, Perdizes, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/cafe-com-xadrez-perdizes-zona-oeste,-23.5320000000,-46.6733333333,Pastelaria
Big Cardeal Lanches,20,"Brasileira, Comida de bar",Mooca,"Rua do Oratório, 1584, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/big-cardeal-lanches-mooca-zona-leste,-23.5655000000,-46.5891666667,Comida de bar
Chico's Bar,20,Brasileira,Mooca,"Rua Fernando Falcão, 950, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/chicos-bar-mooca-zona-leste,-23.5618333333,-46.5876666667,Brasileira
Cocktail Lancheria,40,Brasileira,Lapa,"R. Brg. Gavião Peixoto, 32, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/cocktail-lancheria-lapa-zona-oeste,-23.5251666667,-46.7106666667,Brasileira
Amanda,60,"Padaria, Brasileira",Vila Mariana,"Rua Nicolau de Souza Queiros, 141, Paraíso, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/amanda-vila-mariana-zona-sul,-23.5750000000,-46.6380000000,Padaria
Vila Romana,30,Brasileira,Lapa,"Rua Caio Graco, 373, Vila Romana, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/vila-romana-lapa,-23.5261666667,-46.6943333333,Brasileira
Rio Verde,25,"Brasileira, Comida de bar",Vila Mariana,"Rua Botucatu, 509, Vila Clementino, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/rio-verde-vila-mariana-zona-sul,-23.5958333333,-46.6423333333,Comida de bar
Quintaesssência em Chocolate,20,"Sobremesa, Pastelaria",Lapa,"Rua Caio Graco, 292, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/quintaesssencia-em-chocolate-lapa,-23.5255000000,-46.6943333333,Pastelaria
Mensorê,35,Brasileira,Lapa,"Rua Coriolano, 1729, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/mensore-lapa-zona-oeste,-23.5258333333,-46.7025000000,Brasileira
Camilos Bar,30,"Brasileira, Comida de bar",Lapa,"Rua Camilo, 764, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/camilos-bar-lapa-zona-oeste,-23.5293333333,-46.6995000000,Comida de bar
Barão do Café,20,Pastelaria,Santana,"Shopping Center Norte - Terraço, Travessa Casalbuono, 120, Vila Guilherme, Santana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/barao-do-cafe-santana,-23.5143333333,-46.6156666667,Pastelaria
Padaria Nova Amaral,25,"Padaria, Brasileira",Mooca,"Rua Cristianópolis, 469, Mooca, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/padaria-nova-amaral-mooca-zona-leste,-23.5705000000,-46.5843333333,Padaria
Chamine,50,Brasileira,Perdizes,"Rua Turiassú, 1059, Perdizes, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/chamine-perdizes,-23.5320000000,-46.6733333333,Brasileira
Zucchine,60,Brasileira,Moema,"Alameda dos Jurupis, 1121, Moema, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/zucchine-moema-zona-sul,-23.6083333333,-46.6648333333,Brasileira
Quintal São Paulo,35,Brasileira,Mooca,"Avenida Paes de Ramos, 3131, Mooca, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/quintal-sao-paulo-mooca-zona-leste,-23.5783333333,-46.5871666667,Brasileira
Flamingo Bar,70,Brasileira,Mooca,"Rua Guaimbé, 205, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/flamingo-bar-mooca-zona-leste,-23.5628333333,-46.5933333333,Brasileira
Sabor do Momento,40,Brasileira,Santa Cecília,"Rua Doutor Veiga Filho, 144, Higienópolis, Santa Cecília, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/sabor-do-momento-santa-cec%C3%ADlia-centro,-23.5411666667,-46.6571666667,Brasileira
Coriolano Boteco,40,"Brasileira, Comida de bar",Lapa,"Rua Coriolano, 2105, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/coriolano-boteco-lapa-zona-oeste,-23.5253333333,-46.7060000000,Comida de bar
Raios de Sol,35,Brasileira,Mooca,"Rua do Oratório, 2439, Mooca, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/raios-de-sol-mooca-zona-leste,-23.5688333333,-46.5820000000,Brasileira
Flor da Rosa e Silva,30,Brasileira,Santa Cecília,"Rua Rosa e Silva, 79, Campos Elísios, Santa Cecília, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/flor-da-rosa-e-silva-santa-cec%C3%ADlia-centro,-23.5338333333,-46.6578333333,Brasileira
Dona Pimenta,42,Brasileira,Perdizes,"Rua Cayowaá, 412, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/dona-pimenta-perdizes-zona-oeste,-23.5328333333,-46.6795000000,Brasileira
Amici Hamburgueria,45,Americana,Mooca,"Rua Madre de Deus, 360, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/amici-hamburgueria-mooca-zona-leste,-23.5605000000,-46.5983333333,Americana
Copa 86,30,"Brasileira, Comida de bar",Bom Retiro,"Rua Prates, 530, Bom Retiro, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/copa-86-bom-retiro,-23.5295000000,-46.6360000000,Comida de bar
Tennis Star,20,Fast food,Perdizes,"Rua José Donatelli, 8, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tennis-star-1-perdizes-zona-oeste,-23.5413333333,-46.6781666667,Fast food
Chopp Time,40,"Brasileira, Comida de bar",Vila Prudente,"Central Plaza Shopping, Avenida Doutor Francisco Mesquita, 1000, Vila Prudente, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/chopp-time-vila-prudente,-23.5923333333,-46.5866666667,Comida de bar
Lanches e Salgados,25,"Brasileira, Fast food",Mooca,"Rua Paschoal Moreira, 424, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/lanches-e-salgados-mooca-zona-leste,-23.5623333333,-46.5903333333,Brasileira
W e F Amigos Bar,30,Comida de bar,Mooca,"Rua Canuto Saraiva, 665, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/w-e-f-amigos-bar-mooca,-23.5643333333,-46.6011666667,Comida de bar
Suco & Cia,30,"Brasileira, Comida saudável",Santana,"Shopping Center Norte - Externo, Travessa Casalbuono, 120, Vila Guilherme, Santana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/suco-cia-santana,-23.5150000000,-46.6195000000,Brasileira
Cantinho da Vila Romana,65,"Brasileira, Padaria",Lapa,"Rua Marcelina, 470, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/cantinho-da-vila-romana-lapa-zona-oeste,-23.5301666667,-46.6973333333,Padaria
Clélia,35,Brasileira,Lapa,"Rua Clélia, 296, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/clelia-lapa-zona-oeste,-23.5249805556,-46.6853972222,Brasileira
Marcelina Café,55,Pastelaria,Lapa,"Rua Marcelina, 564, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/marcelina-cafe-lapa,-23.5283333333,-46.7016666667,Pastelaria
Bar e Lanches BDM,30,Brasileira,Lapa,"Rua Carlos Vicari, 239, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bar-e-lanches-bdm-lapa-zona-oeste,-23.5240527778,-46.6841555556,Brasileira
Divino Sabor,25,"Brasileira, Fast food",Lapa,"Rua Clélia, 1589, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/divino-sabor-lapa-zona-oeste,-23.5248861111,-46.6975583333,Brasileira
Boteco Mania,25,Brasileira,Mooca,"Rua Orville Derby, 105, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/boteco-mania-mooca-zona-leste,-23.5561666667,-46.6033333333,Brasileira
Menu do Chef,30,Brasileira,Ipiranga,"Mercado Municipal do Ipiranga, Rua Silvia Bueno, 2109, Ipiranga, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/menu-do-chef-ipiranga-zona-sul,-23.5973333333,-46.6003333333,Brasileira
Vicenza,60,Pizza,Mooca,"Rua Siqueira Bueno, 1315, Mooca, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/vicenza-mooca-zona-leste,-23.5493333333,-46.5890000000,Pizza
Vitória,40,Pizza,Mooca,"Rua Siqueira Bueno, 1121, Mooca, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/vitoria-mooca-zona-leste,-23.5480000000,-46.5901666667,Pizza
Castelo,45,Brasileira,Lapa,"Rua John Harrison, 129, Baixos Lapa, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/castelo-lapa-zona-oeste,-23.5177888889,-46.7042611111,Brasileira
Bar do Tião,20,Brasileira,Mooca,"Rua João Antônio de oliveira, 1124, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/bar-do-ti%C3%A3o-mooca-zona-leste,-23.5615000000,-46.6046666667,Brasileira
Natural Sucos,30,"Brasileira, Comida saudável",Lapa,"Shopping Center Lapa - Piso Mezanino, Rua Catão, 72, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/natural-sucos-lapa-zona-oeste,-23.5213333333,-46.7008333333,Brasileira
Lancheteria Beija,25,Brasileira,Ipiranga,"Mercado Municipal do Ipiranga - Box 37, Rua Silvia Bueno, 2109, Ipiranga, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/lancheteria-beija-ipiranga-zona-sul,-23.5973333333,-46.6005000000,Brasileira
Bar do Zé,30,Brasileira,Mooca,"Rua Canuto Saraiva, 25, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/bar-do-ze-mooca-zona-leste,-23.5591666667,-46.6036666667,Brasileira
Bar do Jorge,40,Fast food,Lapa,"Rua Aurélia, 39, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bar-do-jorge-lapa,-23.5228333333,-46.6978333333,Fast food
Lanchonete e Cerveja Petiscos,25,"Brasileira, Comida de bar",Bom Retiro,"Rua Guarani, 283, Bom Retiro, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/lanchonete-e-cerveja-petiscos-bom-retiro-centro,-23.5283333333,-46.6355000000,Comida de bar
Largo da Lapa,30,"Brasileira, Pizza",Lapa,"Largo da Lapa, 606, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/largo-da-lapa-lapa-zona-oeste,-23.5160000000,-46.7045000000,Pizza
Casa da Pastel,20,Brasileira,Lapa,"Rua Guaicurus, 784, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/casa-da-pastel-lapa-zona-oeste,-23.5226666667,-46.6936666667,Brasileira
Sou da Mooca,40,Brasileira,Mooca,"Rua Visconde de Inhomerim, 878, Mooca, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/sou-da-mooca-mooca-zona-leste,-23.5616666667,-46.5960000000,Brasileira
Empada Nogueira,25,Brasileira,Lapa,"Shopping Center Lapa - Piso Guaicurus, Rua Catão, 72, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/empada-nogueira-lapa,-23.5206666667,-46.7006666667,Brasileira
Cybelles,40,Brasileira,Lapa,"Rua Conrado Morenschi, 91, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/cybelles-lapa-zona-oeste,-23.5195000000,-46.7020000000,Brasileira
Guaicurus,20,Brasileira,Lapa,"Rua Guaicurus, 1357, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/guaicurus-lapa-zona-oeste,-23.5213333333,-46.6985000000,Brasileira
Adriana Pães e Cia,40,Brasileira,Lapa,"Mercado da Lapa, Rua Herbart, 47, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/adriana-p%C3%A3es-e-cia-lapa-zona-oeste,-23.5195000000,-46.7015000000,Brasileira
Ravi Lanches,30,Brasileira,Lapa,"Rua Doutor Cincinato Pomponet, s/n, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ravi-lanches-lapa-zona-oeste,-23.5186666667,-46.7031666667,Brasileira
Copa 90,30,Brasileira,Lapa,"Rua Conrado Morenschi, 113, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/copa-90-lapa-zona-oeste,-23.5193333333,-46.7023333333,Brasileira
Folia Mineira,45,"Brasileira, Mineira",Lapa,"Shopping Center Lapa - Piso Mezanino, Rua Catão, 72, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/folia-mineira-lapa-zona-oeste,-23.5213333333,-46.7008333333,Brasileira
Bar e Lanches 107,30,Brasileira,Lapa,"Rua Conrado Moreschi, 107, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bar-e-lanches-107-lapa,-23.5195000000,-46.7021666667,Brasileira
Esfiha da Hora,25,Fast food,Lapa,"Rua Trajano, 149, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/esfiha-da-hora-lapa-zona-oeste,-23.5216666667,-46.7016666667,Fast food
Bar Copa 70,40,Brasileira,Mooca,"Rua da Mooca, 4794, Mooca, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bar-copa-70-mooca-zona-leste,-23.5618333333,-46.5795000000,Brasileira
Planeta Doce,40,Padaria,Perdizes,"Rua Ribeiro de Barros, 178, Pompeia, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/planeta-doce-perdizes-zona-oeste,-23.5298333333,-46.6913333333,Padaria
Terrazza Mineira,50,"Brasileira, Mineira",Lapa,"Rua Faustolo, 460, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/terrazza-mineira-lapa-zona-oeste,-23.5238333333,-46.6898333333,Brasileira
Bena Bena,45,"Brasileira, Comida de bar",Perdizes,"Avenida Professor Alfonso Bovero, 1380, Pompéia, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/bena-bena-perdizes-zona-oeste,-23.5356666667,-46.6876666667,Comida de bar
Tamoios,40,Brasileira,Campo Belo,"Rua Tamoios, 634, Jardim Aeroporto, Campo Belo, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tamoios-campo-belo-zona-sul,-23.6321666667,-46.6613333333,Brasileira
Japô,100,"Japonesa, Sushi",Mooca,"Rua Dom Joaquim de Melo, 244, Mooca, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/japo-mooca,-23.5671666667,-46.5988333333,Japonesa
HHFG,25,Chinesa,Sé,"Shopping 25 de Março - 4 Andar, Rua Vinte e Cinco de Março, 1081, Sé, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/hhfg-s%C3%A9-centro,-23.5391666667,-46.6316666667,Chinesa
La Famiglia,30,Brasileira,Lapa,"Rua Afonso Sardinha, 449, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/la-famiglia-lapa-zona-oeste,-23.5225000000,-46.7085000000,Brasileira
Milagrosa,40,"Brasileira, Padaria",Alto de Pinheiros,"Rua Doutor Alberto Seabra, 629, Alto de Pinheiros, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/milagrosa-alto-de-pinheiros,-23.5458333333,-46.7085000000,Padaria
Calçada da Lapa,70,Brasileira,Lapa,"Rua Faustolo, 403, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/cal%C3%A7ada-da-lapa-lapa-zona-oeste,-23.5238333333,-46.6893333333,Brasileira
Nostra Birra,45,Brasileira,Campo Belo,"Rua Joaquim Nabuco, 204, Brooklin, Campo Belo, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/nostra-birra-campo-belo-zona-sul,-23.6243333333,-46.6835000000,Brasileira
Fini,30,Sobremesa,Morumbi,"Shopping Jardim Sul - Piso 2, Avenida Giovanni Gronchi, 5819, Morumbi, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/fini-morumbi,-23.6310000000,-46.7353333333,Sobremesa
Restaurante 7 de Abril,30,Brasileira,República,"Galeria 7 de Abril, Rua Sete de Abril, 125, Loja 125, República, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/restaurante-7-de-abril-rep%C3%BAblica,-23.5466833333,-46.6406138889,Brasileira
Kibonete,28,Brasileira,República,"Galeria da Fumaça, Rua Barão de Itapetininga, 112, República, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/kibonete-rep%C3%BAblica,-23.5445000000,-46.6396666667,Brasileira
Aline e Diego,35,Brasileira,Lapa,"Rua Afonso Sardinha, 183, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/aline-e-diego-lapa-zona-oeste,-23.5223333333,-46.7056666667,Brasileira
Rainha do Cipava,30,Padaria,"Bela Vista, Osasco","Avenida Antônio Carlos Costa, 1090, Bela Vista, Osasco",https://www.zomato.com/pt/sao-paulo-sp/rainha-do-cipava-bela-vista-osasco-osasco,-23.5521610000,-46.7858780000,Padaria
Tostich,40,"Brasileira, Fast food",Vila Andrade,"Avenida Giovanni Gronchi, 6200, Vila Andrade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/tostich-vila-andrade,-23.6338820000,-46.7370720000,Brasileira
Panificadora Moura,30,"Padaria, Brasileira",Lapa,"Rua Catão, 590, Lapa, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/panificadora-moura-lapa,-23.5261030000,-46.7006980000,Padaria
Restaurante Bom Retiro,55,"Brasileira, Chinesa",Bom Retiro,"Rua Correia de Melo, 97, Bom Retiro, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/restaurante-bom-retiro-bom-retiro,-23.5299670000,-46.6377220000,Brasileira
Suprema,85,Brasileira,Barra Funda,"Avenida Marques de São Vicente, 557, Barra Funda, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/suprema-barra-funda,-23.5219260000,-46.6654270000,Brasileira
Di Nuovo Pizzas,40,Pizza,Perdizes,"Rua Caetés, 482, Perdizes, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/di-nuovo-pizzas-perdizes,-23.5379820000,-46.6751080000,Pizza
Lanchonete Içara,40,Brasileira,Liberdade,"Rua Professor Antônio Prudente, 33/37, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/lanchonete-i%C3%A7ara-liberdade,-23.5647240000,-46.6388200000,Brasileira
Castelo dos Sabores,30,Brasileira,Vila Prudente,"Rua Ibitirama, 1120, Vila Prudente, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/castelo-dos-sabores-vila-prudente,-23.5905420000,-46.5817370000,Brasileira
Nossa Empada,15,"Brasileira, Fast food",Vila Mariana,"Multi Shopping Vila Mariana - Piso Térreo, Rua Pélotas, 83, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/nossa-empada-vila-mariana-zona-sul,-23.5816666667,-46.6436666667,Brasileira
João e Maria,60,Brasileira,Vila Mariana,"Rua Afonso de Freitas, 32, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/joao-e-maria-vila-mariana-zona-sul,-23.5743333333,-46.6425000000,Brasileira
Sofistichicken Galetos,70,Brasileira,Liberdade,"Avenida da Aclimação, 787, Aclimação, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/sofistichicken-galetos-liberdade,-23.5731666667,-46.6323333333,Brasileira
Guias Pizzaria,35,Pizza,Liberdade,"Rua Pires da Mota, 205, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/guias-pizzaria-liberdade-centro,-23.5651666667,-46.6311666667,Pizza
Nova Salerno,45,Pizza,Santana,"Avenida Casa Verde, 103, Santana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/nova-salerno-santana-zona-norte,-23.4996660000,-46.6438540000,Pizza
Big Panquecas,50,Italiana,Liberdade,"Condomínio Conjunto Castro Alves, 493, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/big-panquecas-liberdade,-23.5665000000,-46.6395000000,Italiana
Pizza Festa,75,Pizza,Cambuci,"Avenida da Aclimação, 763, Aclimação, Cambuci, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/pizza-festa-cambuci,-23.5731666667,-46.6325000000,Pizza
HZ Restaurante,40,Chinesa,Liberdade,"Rua Conselheiro Furtado, 1238, Liberdade, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/hz-restaurante-liberdade,-23.5639900000,-46.6325830000,Chinesa
Pizza Gizza,40,Pizza,Vila Maria,"Avenida Nadir Dias de Figueredo, 1356, Vila Maria, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/pizza-gizza-vila-maria-zona-norte,-23.5130020000,-46.5948370000,Pizza
Pizzaria Provence,45,Pizza,Santana,"Rua Dona Maria Custódia, 237, Santana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/pizzaria-provence-santana,-23.4877030000,-46.6396240000,Pizza
Ariake,60,"Contemporânea, Brasileira",Vila Mariana,"Rua Cubatão, 639, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/ariake-vila-mariana,-23.5776330000,-46.6428880000,Contemporânea
Mais Brasil,50,Pizza,Vila Mariana,"Rua Cubatão, 849, Vila Mariana, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/mais-brasil-vila-mariana,-23.5792900000,-46.6421180000,Pizza
Padaria Oliveira,25,Padaria,Jardim Veloso,"Rua Almirante Barroso, 1A, Jardim Veloso, Osasco",https://www.zomato.com/pt/sao-paulo-sp/padaria-oliveira-jardim-veloso-osasco,-23.5632527778,-46.7991555556,Padaria
Center Churros,20,Sobremesa,Centro,"Poli Shopping, Rua Tenente Avelar Pires de Azevedo, 140, Centro, Osasco",https://www.zomato.com/pt/sao-paulo-sp/center-churros-centro-osasco,-23.5293333333,-46.7790000000,Sobremesa
Pastelaria Maria Gorda,20,Fast food,Centro,"Avenida João Batista, 28, Centro, Osasco",https://www.zomato.com/pt/sao-paulo-sp/pastelaria-maria-gorda-centro-osasco,-23.5280000000,-46.7765000000,Fast food
Latife,65,Árabe,"Bela Vista, Centro","Shopping Top Center - Piso Bela Vista, Avenida Paulista, 854, Bela Vista, São Paulo",https://www.zomato.com/pt/sao-paulo-sp/latife-bela-vista,-23.5653333333,-46.6503333333,Árabe
Espetinho's Grill,25,"Brasileira, Comida de bar",Santo Amaro,"Rua Isabel Schmidt, 265, Santo Amaro, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/espetinhos-grill-santo-amaro-zona-sul,-23.6515000000,-46.7030000000,Comida de bar
Estrela Brilhante,40,"Brasileira, Comida de bar",Liberdade,"Rua Conselheiro Furtado, 183, Liberdade, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/estrela-brilhante-liberdade-centro,-23.5544388889,-46.6330805556,Comida de bar
Black Jack,20,Pastelaria,Liberdade,"So Go Plaz Shopping - Térreo, Rua Galvão Bueno, 40, Liberdade, São Paulo 10000",https://www.zomato.com/pt/sao-paulo-sp/black-jack-liberdade-centro,-23.5560444444,-46.6363361111,Pastelaria
